X,Y,CANTIDAD,SQR CANTIDAD,,,,,,,,
76.418,23.4068,0.08486079,0.291308753,,,,,,,,
76.418,23.4786,0.08486079,0.291308753,,,,,,,,
76.418,23.5504,0.08486079,0.291308753,,,,,,,,
76.418,23.6222,0.08486079,0.291308753,,,,,,,,
76.418,23.694,0.08486079,0.291308753,,,,,,,,
76.418,23.7658,0.08486079,0.291308753,,,,,,,,
76.418,23.8376,0.08486079,0.291308753,,,,,,,,
76.418,23.9094,0.08486079,0.291308753,,,,,,,,
76.418,23.9812,0.08486079,0.291308753,,,,,,,,
76.418,24.053,0.08486079,0.291308753,,,,,,,,
76.418,24.1248,0.08486079,0.291308753,,,,,,,,
76.418,24.1966,0.08486079,0.291308753,,,,,,,,
76.418,24.2684,0.08486079,0.291308753,,,,,,,,
76.418,24.3402,0.08486079,0.291308753,,,,,,,,
76.418,24.412,0.08486079,0.291308753,,,,,,,,
76.418,31.4478,0.08486079,0.291308753,,,,,,,,
76.418,31.5196,0.08486079,0.291308753,,,,,,,,
76.418,31.5914,0.08486079,0.291308753,,,,,,,,
76.418,31.6632,0.08486079,0.291308753,,,,,,,,
76.418,31.735,0.08486079,0.291308753,,,,,,,,
76.418,31.8068,0.08486079,0.291308753,,,,,,,,
76.418,31.8786,0.08486079,0.291308753,,,,,,,,
76.418,31.9504,0.08486079,0.291308753,,,,,,,,
71.918,31.4478,0.08486079,0.291308753,,,,,,,,
71.918,31.5196,0.08486079,0.291308753,,,,,,,,
71.918,31.5914,0.08486079,0.291308753,,,,,,,,
71.918,31.6632,0.08486079,0.291308753,,,,,,,,
71.918,31.735,0.08486079,0.291308753,,,,,,,,
71.918,31.8068,0.08486079,0.291308753,,,,,,,,
71.918,31.8786,0.08486079,0.291308753,,,,,,,,
71.918,31.9504,0.08486079,0.291308753,,,,,,,,
71.918,23.0478,0.08486079,0.291308753,,,,,,,,
71.918,24.4322,0.08486079,0.291308753,,,,,,,,
71.918,23.1196,0.08486079,0.291308753,,,,,,,,
71.918,23.1914,0.08486079,0.291308753,,,,,,,,
71.918,23.2632,0.08486079,0.291308753,,,,,,,,
71.918,23.335,0.08486079,0.291308753,,,,,,,,
71.918,23.4068,0.08486079,0.291308753,,,,,,,,
71.918,23.4786,0.08486079,0.291308753,,,,,,,,
71.918,23.5504,0.08486079,0.291308753,,,,,,,,
71.918,23.6222,0.08486079,0.291308753,,,,,,,,
71.918,23.694,0.08486079,0.291308753,,,,,,,,
71.918,23.7658,0.08486079,0.291308753,,,,,,,,
71.918,23.8376,0.08486079,0.291308753,,,,,,,,
71.918,23.9094,0.08486079,0.291308753,,,,,,,,
71.918,23.9812,0.08486079,0.291308753,,,,,,,,
71.918,24.053,0.08486079,0.291308753,,,,,,,,
71.918,24.1248,0.08486079,0.291308753,,,,,,,,
71.918,24.1966,0.08486079,0.291308753,,,,,,,,
71.918,24.2684,0.08486079,0.291308753,,,,,,,,
71.918,24.3402,0.08486079,0.291308753,,,,,,,,
71.918,24.412,0.08486079,0.291308753,,,,,,,,
74.168,23.0478,0.08486079,0.291308753,,,,,,,,
74.168,24.4322,0.08486079,0.291308753,,,,,,,,
74.168,23.1196,0.08486079,0.291308753,,,,,,,,
74.168,23.1914,0.08486079,0.291308753,,,,,,,,
74.168,23.2632,0.08486079,0.291308753,,,,,,,,
74.168,23.335,0.08486079,0.291308753,,,,,,,,
74.168,23.4068,0.08486079,0.291308753,,,,,,,,
74.168,23.4786,0.08486079,0.291308753,,,,,,,,
74.168,23.5504,0.08486079,0.291308753,,,,,,,,
74.168,23.6222,0.08486079,0.291308753,,,,,,,,
74.168,23.694,0.08486079,0.291308753,,,,,,,,
74.168,23.7658,0.08486079,0.291308753,,,,,,,,
74.168,23.8376,0.08486079,0.291308753,,,,,,,,
74.168,23.9094,0.08486079,0.291308753,,,,,,,,
74.168,23.9812,0.08486079,0.291308753,,,,,,,,
74.168,24.053,0.08486079,0.291308753,,,,,,,,
74.168,24.1248,0.08486079,0.291308753,,,,,,,,
74.168,24.1966,0.08486079,0.291308753,,,,,,,,
74.168,24.2684,0.08486079,0.291308753,,,,,,,,
74.168,24.3402,0.08486079,0.291308753,,,,,,,,
74.168,24.412,0.08486079,0.291308753,,,,,,,,
76.418,32.0222,0.08486079,0.291308753,,,,,,,,
71.918,32.0222,0.08486079,0.291308753,,,,,,,,
76.418,32.8322,0.08486079,0.291308753,,,,,,,,
76.418,32.094,0.08486079,0.291308753,,,,,,,,
76.418,32.1658,0.08486079,0.291308753,,,,,,,,
76.418,32.2376,0.08486079,0.291308753,,,,,,,,
76.418,32.3094,0.08486079,0.291308753,,,,,,,,
76.418,32.3812,0.08486079,0.291308753,,,,,,,,
76.418,32.453,0.08486079,0.291308753,,,,,,,,
76.418,32.5248,0.08486079,0.291308753,,,,,,,,
76.418,32.5966,0.08486079,0.291308753,,,,,,,,
76.418,32.6684,0.08486079,0.291308753,,,,,,,,
76.418,32.7402,0.08486079,0.291308753,,,,,,,,
76.418,32.812,0.08486079,0.291308753,,,,,,,,
71.918,32.8322,0.08486079,0.291308753,,,,,,,,
71.918,32.094,0.08486079,0.291308753,,,,,,,,
71.918,32.1658,0.08486079,0.291308753,,,,,,,,
71.918,32.2376,0.08486079,0.291308753,,,,,,,,
71.918,32.3094,0.08486079,0.291308753,,,,,,,,
71.918,32.3812,0.08486079,0.291308753,,,,,,,,
71.918,32.453,0.08486079,0.291308753,,,,,,,,
71.918,32.5248,0.08486079,0.291308753,,,,,,,,
71.918,32.5966,0.08486079,0.291308753,,,,,,,,
71.918,32.6684,0.08486079,0.291308753,,,,,,,,
71.918,32.7402,0.08486079,0.291308753,,,,,,,,
71.918,32.812,0.08486079,0.291308753,,,,,,,,
42.1008,34.3464,0.067492266,0.259792737,,,,,,,,
43.4992,34.3464,0.067492266,0.259792737,,,,,,,,
42.1008,33.8464,0.067492266,0.259792737,,,,,,,,
43.4992,33.8464,0.067492266,0.259792737,,,,,,,,
42.1008,33.3464,0.067492266,0.259792737,,,,,,,,
43.4992,33.3464,0.067492266,0.259792737,,,,,,,,
42.1008,32.8464,0.067492266,0.259792737,,,,,,,,
43.4992,32.8464,0.067492266,0.259792737,,,,,,,,
42.1008,32.3464,0.067492266,0.259792737,,,,,,,,
43.4992,32.3464,0.067492266,0.259792737,,,,,,,,
58.1008,32.3464,0.067492266,0.259792737,,,,,,,,
59.4992,32.3464,0.067492266,0.259792737,,,,,,,,
58.1008,32.8464,0.067492266,0.259792737,,,,,,,,
59.4992,32.8464,0.067492266,0.259792737,,,,,,,,
58.1008,33.3464,0.067492266,0.259792737,,,,,,,,
59.4992,33.3464,0.067492266,0.259792737,,,,,,,,
58.1008,33.8464,0.067492266,0.259792737,,,,,,,,
59.4992,33.8464,0.067492266,0.259792737,,,,,,,,
58.1008,34.3464,0.067492266,0.259792737,,,,,,,,
59.4992,34.3464,0.067492266,0.259792737,,,,,,,,
42.1008,31.8464,0.067492266,0.259792737,,,,,,,,
43.4992,31.8464,0.067492266,0.259792737,,,,,,,,
42.1008,31.3464,0.067492266,0.259792737,,,,,,,,
43.4992,31.3464,0.067492266,0.259792737,,,,,,,,
42.1008,30.8464,0.067492266,0.259792737,,,,,,,,
43.4992,30.8464,0.067492266,0.259792737,,,,,,,,
42.1008,30.3464,0.067492266,0.259792737,,,,,,,,
43.4992,30.3464,0.067492266,0.259792737,,,,,,,,
42.1008,29.8464,0.067492266,0.259792737,,,,,,,,
43.4992,29.8464,0.067492266,0.259792737,,,,,,,,
42.1008,29.3464,0.067492266,0.259792737,,,,,,,,
43.4992,29.3464,0.067492266,0.259792737,,,,,,,,
42.1008,28.8464,0.067492266,0.259792737,,,,,,,,
43.4992,28.8464,0.067492266,0.259792737,,,,,,,,
42.1008,28.3464,0.067492266,0.259792737,,,,,,,,
43.4992,28.3464,0.067492266,0.259792737,,,,,,,,
42.1008,27.8464,0.067492266,0.259792737,,,,,,,,
43.4992,27.8464,0.067492266,0.259792737,,,,,,,,
42.1008,27.3464,0.067492266,0.259792737,,,,,,,,
43.4992,27.3464,0.067492266,0.259792737,,,,,,,,
42.1008,26.8464,0.067492266,0.259792737,,,,,,,,
43.4992,26.8464,0.067492266,0.259792737,,,,,,,,
42.1008,26.3464,0.067492266,0.259792737,,,,,,,,
43.4992,26.3464,0.067492266,0.259792737,,,,,,,,
42.1008,25.8464,0.067492266,0.259792737,,,,,,,,
43.4992,25.8464,0.067492266,0.259792737,,,,,,,,
42.1008,25.3464,0.067492266,0.259792737,,,,,,,,
43.4992,25.3464,0.067492266,0.259792737,,,,,,,,
42.1008,24.8464,0.067492266,0.259792737,,,,,,,,
43.4992,24.8464,0.067492266,0.259792737,,,,,,,,
42.1008,24.3464,0.067492266,0.259792737,,,,,,,,
43.4992,24.3464,0.067492266,0.259792737,,,,,,,,
42.1008,23.8464,0.067492266,0.259792737,,,,,,,,
43.4992,23.8464,0.067492266,0.259792737,,,,,,,,
42.1008,23.3464,0.067492266,0.259792737,,,,,,,,
43.4992,23.3464,0.067492266,0.259792737,,,,,,,,
42.1008,22.8464,0.067492266,0.259792737,,,,,,,,
43.4992,22.8464,0.067492266,0.259792737,,,,,,,,
42.1008,22.3464,0.067492266,0.259792737,,,,,,,,
43.4992,22.3464,0.067492266,0.259792737,,,,,,,,
58.1008,22.3464,0.067492266,0.259792737,,,,,,,,
59.4992,22.3464,0.067492266,0.259792737,,,,,,,,
58.1008,22.8464,0.067492266,0.259792737,,,,,,,,
59.4992,22.8464,0.067492266,0.259792737,,,,,,,,
58.1008,23.3464,0.067492266,0.259792737,,,,,,,,
59.4992,23.3464,0.067492266,0.259792737,,,,,,,,
58.1008,23.8464,0.067492266,0.259792737,,,,,,,,
59.4992,23.8464,0.067492266,0.259792737,,,,,,,,
58.1008,24.3464,0.067492266,0.259792737,,,,,,,,
59.4992,24.3464,0.067492266,0.259792737,,,,,,,,
58.1008,24.8464,0.067492266,0.259792737,,,,,,,,
59.4992,24.8464,0.067492266,0.259792737,,,,,,,,
58.1008,25.3464,0.067492266,0.259792737,,,,,,,,
59.4992,25.3464,0.067492266,0.259792737,,,,,,,,
58.1008,25.8464,0.067492266,0.259792737,,,,,,,,
59.4992,25.8464,0.067492266,0.259792737,,,,,,,,
58.1008,26.3464,0.067492266,0.259792737,,,,,,,,
59.4992,26.3464,0.067492266,0.259792737,,,,,,,,
58.1008,26.8464,0.067492266,0.259792737,,,,,,,,
59.4992,26.8464,0.067492266,0.259792737,,,,,,,,
58.1008,27.3464,0.067492266,0.259792737,,,,,,,,
59.4992,27.3464,0.067492266,0.259792737,,,,,,,,
58.1008,27.8464,0.067492266,0.259792737,,,,,,,,
59.4992,27.8464,0.067492266,0.259792737,,,,,,,,
58.1008,28.3464,0.067492266,0.259792737,,,,,,,,
59.4992,28.3464,0.067492266,0.259792737,,,,,,,,
58.1008,28.8464,0.067492266,0.259792737,,,,,,,,
59.4992,28.8464,0.067492266,0.259792737,,,,,,,,
58.1008,29.3464,0.067492266,0.259792737,,,,,,,,
59.4992,29.3464,0.067492266,0.259792737,,,,,,,,
58.1008,29.8464,0.067492266,0.259792737,,,,,,,,
59.4992,29.8464,0.067492266,0.259792737,,,,,,,,
58.1008,30.3464,0.067492266,0.259792737,,,,,,,,
59.4992,30.3464,0.067492266,0.259792737,,,,,,,,
58.1008,30.8464,0.067492266,0.259792737,,,,,,,,
59.4992,30.8464,0.067492266,0.259792737,,,,,,,,
58.1008,31.3464,0.067492266,0.259792737,,,,,,,,
59.4992,31.3464,0.067492266,0.259792737,,,,,,,,
58.1008,31.8464,0.067492266,0.259792737,,,,,,,,
59.4992,31.8464,0.067492266,0.259792737,,,,,,,,
15.688,22.4734,0.063196152,0.251388448,,,,,,,,
15.688,21.9766,0.063196152,0.251388448,,,,,,,,
15.688,22.0176,0.063196152,0.251388448,,,,,,,,
15.688,22.0586,0.063196152,0.251388448,,,,,,,,
15.688,22.0996,0.063196152,0.251388448,,,,,,,,
15.688,22.1406,0.063196152,0.251388448,,,,,,,,
15.688,22.1816,0.063196152,0.251388448,,,,,,,,
15.688,22.2226,0.063196152,0.251388448,,,,,,,,
15.688,22.2636,0.063196152,0.251388448,,,,,,,,
15.688,22.3046,0.063196152,0.251388448,,,,,,,,
15.688,22.3456,0.063196152,0.251388448,,,,,,,,
15.688,22.3866,0.063196152,0.251388448,,,,,,,,
15.688,22.4276,0.063196152,0.251388448,,,,,,,,
15.688,22.4686,0.063196152,0.251388448,,,,,,,,
20.888,22.4734,0.063196152,0.251388448,,,,,,,,
20.888,21.9766,0.063196152,0.251388448,,,,,,,,
20.888,22.0176,0.063196152,0.251388448,,,,,,,,
20.888,22.0586,0.063196152,0.251388448,,,,,,,,
20.888,22.0996,0.063196152,0.251388448,,,,,,,,
20.888,22.1406,0.063196152,0.251388448,,,,,,,,
20.888,22.1816,0.063196152,0.251388448,,,,,,,,
20.888,22.2226,0.063196152,0.251388448,,,,,,,,
20.888,22.2636,0.063196152,0.251388448,,,,,,,,
20.888,22.3046,0.063196152,0.251388448,,,,,,,,
20.888,22.3456,0.063196152,0.251388448,,,,,,,,
20.888,22.3866,0.063196152,0.251388448,,,,,,,,
20.888,22.4276,0.063196152,0.251388448,,,,,,,,
20.888,22.4686,0.063196152,0.251388448,,,,,,,,
15.688,23.7434,0.063196152,0.251388448,,,,,,,,
15.688,23.2466,0.063196152,0.251388448,,,,,,,,
15.688,23.2876,0.063196152,0.251388448,,,,,,,,
15.688,23.3286,0.063196152,0.251388448,,,,,,,,
15.688,23.3696,0.063196152,0.251388448,,,,,,,,
15.688,23.4106,0.063196152,0.251388448,,,,,,,,
15.688,23.4516,0.063196152,0.251388448,,,,,,,,
15.688,23.4926,0.063196152,0.251388448,,,,,,,,
15.688,23.5336,0.063196152,0.251388448,,,,,,,,
15.688,23.5746,0.063196152,0.251388448,,,,,,,,
15.688,23.6156,0.063196152,0.251388448,,,,,,,,
15.688,23.6566,0.063196152,0.251388448,,,,,,,,
15.688,23.6976,0.063196152,0.251388448,,,,,,,,
15.688,23.7386,0.063196152,0.251388448,,,,,,,,
15.688,21.2034,0.063196152,0.251388448,,,,,,,,
15.688,20.7066,0.063196152,0.251388448,,,,,,,,
15.688,20.7476,0.063196152,0.251388448,,,,,,,,
15.688,20.7886,0.063196152,0.251388448,,,,,,,,
15.688,20.8296,0.063196152,0.251388448,,,,,,,,
15.688,20.8706,0.063196152,0.251388448,,,,,,,,
15.688,20.9116,0.063196152,0.251388448,,,,,,,,
15.688,20.9526,0.063196152,0.251388448,,,,,,,,
15.688,20.9936,0.063196152,0.251388448,,,,,,,,
15.688,21.0346,0.063196152,0.251388448,,,,,,,,
15.688,21.0756,0.063196152,0.251388448,,,,,,,,
15.688,21.1166,0.063196152,0.251388448,,,,,,,,
15.688,21.1576,0.063196152,0.251388448,,,,,,,,
15.688,21.1986,0.063196152,0.251388448,,,,,,,,
15.688,19.9334,0.063196152,0.251388448,,,,,,,,
15.688,19.4366,0.063196152,0.251388448,,,,,,,,
15.688,19.4776,0.063196152,0.251388448,,,,,,,,
15.688,19.5186,0.063196152,0.251388448,,,,,,,,
15.688,19.5596,0.063196152,0.251388448,,,,,,,,
15.688,19.6006,0.063196152,0.251388448,,,,,,,,
15.688,19.6416,0.063196152,0.251388448,,,,,,,,
15.688,19.6826,0.063196152,0.251388448,,,,,,,,
15.688,19.7236,0.063196152,0.251388448,,,,,,,,
15.688,19.7646,0.063196152,0.251388448,,,,,,,,
15.688,19.8056,0.063196152,0.251388448,,,,,,,,
15.688,19.8466,0.063196152,0.251388448,,,,,,,,
15.688,19.8876,0.063196152,0.251388448,,,,,,,,
15.688,19.9286,0.063196152,0.251388448,,,,,,,,
20.888,23.7434,0.063196152,0.251388448,,,,,,,,
20.888,23.2466,0.063196152,0.251388448,,,,,,,,
20.888,23.2876,0.063196152,0.251388448,,,,,,,,
20.888,23.3286,0.063196152,0.251388448,,,,,,,,
20.888,23.3696,0.063196152,0.251388448,,,,,,,,
20.888,23.4106,0.063196152,0.251388448,,,,,,,,
20.888,23.4516,0.063196152,0.251388448,,,,,,,,
20.888,23.4926,0.063196152,0.251388448,,,,,,,,
20.888,23.5336,0.063196152,0.251388448,,,,,,,,
20.888,23.5746,0.063196152,0.251388448,,,,,,,,
20.888,23.6156,0.063196152,0.251388448,,,,,,,,
20.888,23.6566,0.063196152,0.251388448,,,,,,,,
20.888,23.6976,0.063196152,0.251388448,,,,,,,,
20.888,23.7386,0.063196152,0.251388448,,,,,,,,
20.888,21.2034,0.063196152,0.251388448,,,,,,,,
20.888,20.7066,0.063196152,0.251388448,,,,,,,,
20.888,20.7476,0.063196152,0.251388448,,,,,,,,
20.888,20.7886,0.063196152,0.251388448,,,,,,,,
20.888,20.8296,0.063196152,0.251388448,,,,,,,,
20.888,20.8706,0.063196152,0.251388448,,,,,,,,
20.888,20.9116,0.063196152,0.251388448,,,,,,,,
20.888,20.9526,0.063196152,0.251388448,,,,,,,,
20.888,20.9936,0.063196152,0.251388448,,,,,,,,
20.888,21.0346,0.063196152,0.251388448,,,,,,,,
20.888,21.0756,0.063196152,0.251388448,,,,,,,,
20.888,21.1166,0.063196152,0.251388448,,,,,,,,
20.888,21.1576,0.063196152,0.251388448,,,,,,,,
20.888,21.1986,0.063196152,0.251388448,,,,,,,,
20.888,19.9334,0.063196152,0.251388448,,,,,,,,
20.888,19.4366,0.063196152,0.251388448,,,,,,,,
20.888,19.4776,0.063196152,0.251388448,,,,,,,,
20.888,19.5186,0.063196152,0.251388448,,,,,,,,
20.888,19.5596,0.063196152,0.251388448,,,,,,,,
20.888,19.6006,0.063196152,0.251388448,,,,,,,,
20.888,19.6416,0.063196152,0.251388448,,,,,,,,
20.888,19.6826,0.063196152,0.251388448,,,,,,,,
20.888,19.7236,0.063196152,0.251388448,,,,,,,,
20.888,19.7646,0.063196152,0.251388448,,,,,,,,
20.888,19.8056,0.063196152,0.251388448,,,,,,,,
20.888,19.8466,0.063196152,0.251388448,,,,,,,,
20.888,19.8876,0.063196152,0.251388448,,,,,,,,
20.888,19.9286,0.063196152,0.251388448,,,,,,,,
42.8,34.2222,0.061231595,0.247450188,,,,,,,,
42.8,34.4706,0.061231595,0.247450188,,,,,,,,
42.8,34.2706,0.061231595,0.247450188,,,,,,,,
42.8,34.319,0.061231595,0.247450188,,,,,,,,
42.8,34.3674,0.061231595,0.247450188,,,,,,,,
42.8,34.4158,0.061231595,0.247450188,,,,,,,,
42.8,34.4642,0.061231595,0.247450188,,,,,,,,
42.8,33.7222,0.061231595,0.247450188,,,,,,,,
42.8,33.9706,0.061231595,0.247450188,,,,,,,,
42.8,33.7706,0.061231595,0.247450188,,,,,,,,
42.8,33.819,0.061231595,0.247450188,,,,,,,,
42.8,33.8674,0.061231595,0.247450188,,,,,,,,
42.8,33.9158,0.061231595,0.247450188,,,,,,,,
42.8,33.9642,0.061231595,0.247450188,,,,,,,,
42.8,33.2222,0.061231595,0.247450188,,,,,,,,
42.8,33.4706,0.061231595,0.247450188,,,,,,,,
42.8,33.2706,0.061231595,0.247450188,,,,,,,,
42.8,33.319,0.061231595,0.247450188,,,,,,,,
42.8,33.3674,0.061231595,0.247450188,,,,,,,,
42.8,33.4158,0.061231595,0.247450188,,,,,,,,
42.8,33.4642,0.061231595,0.247450188,,,,,,,,
42.8,32.7222,0.061231595,0.247450188,,,,,,,,
42.8,32.9706,0.061231595,0.247450188,,,,,,,,
42.8,32.7706,0.061231595,0.247450188,,,,,,,,
42.8,32.819,0.061231595,0.247450188,,,,,,,,
42.8,32.8674,0.061231595,0.247450188,,,,,,,,
42.8,32.9158,0.061231595,0.247450188,,,,,,,,
42.8,32.9642,0.061231595,0.247450188,,,,,,,,
42.8,32.2222,0.061231595,0.247450188,,,,,,,,
42.8,32.4706,0.061231595,0.247450188,,,,,,,,
42.8,32.2706,0.061231595,0.247450188,,,,,,,,
42.8,32.319,0.061231595,0.247450188,,,,,,,,
42.8,32.3674,0.061231595,0.247450188,,,,,,,,
42.8,32.4158,0.061231595,0.247450188,,,,,,,,
42.8,32.4642,0.061231595,0.247450188,,,,,,,,
58.8,32.2222,0.061231595,0.247450188,,,,,,,,
58.8,32.4706,0.061231595,0.247450188,,,,,,,,
58.8,32.2706,0.061231595,0.247450188,,,,,,,,
58.8,32.319,0.061231595,0.247450188,,,,,,,,
58.8,32.3674,0.061231595,0.247450188,,,,,,,,
58.8,32.4158,0.061231595,0.247450188,,,,,,,,
58.8,32.4642,0.061231595,0.247450188,,,,,,,,
58.8,32.7222,0.061231595,0.247450188,,,,,,,,
58.8,32.9706,0.061231595,0.247450188,,,,,,,,
58.8,32.7706,0.061231595,0.247450188,,,,,,,,
58.8,32.819,0.061231595,0.247450188,,,,,,,,
58.8,32.8674,0.061231595,0.247450188,,,,,,,,
58.8,32.9158,0.061231595,0.247450188,,,,,,,,
58.8,32.9642,0.061231595,0.247450188,,,,,,,,
58.8,33.2222,0.061231595,0.247450188,,,,,,,,
58.8,33.4706,0.061231595,0.247450188,,,,,,,,
58.8,33.2706,0.061231595,0.247450188,,,,,,,,
58.8,33.319,0.061231595,0.247450188,,,,,,,,
58.8,33.3674,0.061231595,0.247450188,,,,,,,,
58.8,33.4158,0.061231595,0.247450188,,,,,,,,
58.8,33.4642,0.061231595,0.247450188,,,,,,,,
58.8,33.7222,0.061231595,0.247450188,,,,,,,,
58.8,33.9706,0.061231595,0.247450188,,,,,,,,
58.8,33.7706,0.061231595,0.247450188,,,,,,,,
58.8,33.819,0.061231595,0.247450188,,,,,,,,
58.8,33.8674,0.061231595,0.247450188,,,,,,,,
58.8,33.9158,0.061231595,0.247450188,,,,,,,,
58.8,33.9642,0.061231595,0.247450188,,,,,,,,
58.8,34.2222,0.061231595,0.247450188,,,,,,,,
58.8,34.4706,0.061231595,0.247450188,,,,,,,,
58.8,34.2706,0.061231595,0.247450188,,,,,,,,
58.8,34.319,0.061231595,0.247450188,,,,,,,,
58.8,34.3674,0.061231595,0.247450188,,,,,,,,
58.8,34.4158,0.061231595,0.247450188,,,,,,,,
58.8,34.4642,0.061231595,0.247450188,,,,,,,,
42.8,31.7222,0.061231595,0.247450188,,,,,,,,
42.8,31.9706,0.061231595,0.247450188,,,,,,,,
42.8,31.7706,0.061231595,0.247450188,,,,,,,,
42.8,31.819,0.061231595,0.247450188,,,,,,,,
42.8,31.8674,0.061231595,0.247450188,,,,,,,,
42.8,31.9158,0.061231595,0.247450188,,,,,,,,
42.8,31.9642,0.061231595,0.247450188,,,,,,,,
42.8,31.2222,0.061231595,0.247450188,,,,,,,,
42.8,31.4706,0.061231595,0.247450188,,,,,,,,
42.8,31.2706,0.061231595,0.247450188,,,,,,,,
42.8,31.319,0.061231595,0.247450188,,,,,,,,
42.8,31.3674,0.061231595,0.247450188,,,,,,,,
42.8,31.4158,0.061231595,0.247450188,,,,,,,,
42.8,31.4642,0.061231595,0.247450188,,,,,,,,
42.8,30.7222,0.061231595,0.247450188,,,,,,,,
42.8,30.9706,0.061231595,0.247450188,,,,,,,,
42.8,30.7706,0.061231595,0.247450188,,,,,,,,
42.8,30.819,0.061231595,0.247450188,,,,,,,,
42.8,30.8674,0.061231595,0.247450188,,,,,,,,
42.8,30.9158,0.061231595,0.247450188,,,,,,,,
42.8,30.9642,0.061231595,0.247450188,,,,,,,,
42.8,30.2222,0.061231595,0.247450188,,,,,,,,
42.8,30.4706,0.061231595,0.247450188,,,,,,,,
42.8,30.2706,0.061231595,0.247450188,,,,,,,,
42.8,30.319,0.061231595,0.247450188,,,,,,,,
42.8,30.3674,0.061231595,0.247450188,,,,,,,,
42.8,30.4158,0.061231595,0.247450188,,,,,,,,
42.8,30.4642,0.061231595,0.247450188,,,,,,,,
42.8,29.7222,0.061231595,0.247450188,,,,,,,,
42.8,29.9706,0.061231595,0.247450188,,,,,,,,
42.8,29.7706,0.061231595,0.247450188,,,,,,,,
42.8,29.819,0.061231595,0.247450188,,,,,,,,
42.8,29.8674,0.061231595,0.247450188,,,,,,,,
42.8,29.9158,0.061231595,0.247450188,,,,,,,,
42.8,29.9642,0.061231595,0.247450188,,,,,,,,
42.8,29.2222,0.061231595,0.247450188,,,,,,,,
42.8,29.4706,0.061231595,0.247450188,,,,,,,,
42.8,29.2706,0.061231595,0.247450188,,,,,,,,
42.8,29.319,0.061231595,0.247450188,,,,,,,,
42.8,29.3674,0.061231595,0.247450188,,,,,,,,
42.8,29.4158,0.061231595,0.247450188,,,,,,,,
42.8,29.4642,0.061231595,0.247450188,,,,,,,,
42.8,28.7222,0.061231595,0.247450188,,,,,,,,
42.8,28.9706,0.061231595,0.247450188,,,,,,,,
42.8,28.7706,0.061231595,0.247450188,,,,,,,,
42.8,28.819,0.061231595,0.247450188,,,,,,,,
42.8,28.8674,0.061231595,0.247450188,,,,,,,,
42.8,28.9158,0.061231595,0.247450188,,,,,,,,
42.8,28.9642,0.061231595,0.247450188,,,,,,,,
42.8,28.2222,0.061231595,0.247450188,,,,,,,,
42.8,28.4706,0.061231595,0.247450188,,,,,,,,
42.8,28.2706,0.061231595,0.247450188,,,,,,,,
42.8,28.319,0.061231595,0.247450188,,,,,,,,
42.8,28.3674,0.061231595,0.247450188,,,,,,,,
42.8,28.4158,0.061231595,0.247450188,,,,,,,,
42.8,28.4642,0.061231595,0.247450188,,,,,,,,
42.8,27.7222,0.061231595,0.247450188,,,,,,,,
42.8,27.9706,0.061231595,0.247450188,,,,,,,,
42.8,27.7706,0.061231595,0.247450188,,,,,,,,
42.8,27.819,0.061231595,0.247450188,,,,,,,,
42.8,27.8674,0.061231595,0.247450188,,,,,,,,
42.8,27.9158,0.061231595,0.247450188,,,,,,,,
42.8,27.9642,0.061231595,0.247450188,,,,,,,,
42.8,27.2222,0.061231595,0.247450188,,,,,,,,
42.8,27.4706,0.061231595,0.247450188,,,,,,,,
42.8,27.2706,0.061231595,0.247450188,,,,,,,,
42.8,27.319,0.061231595,0.247450188,,,,,,,,
42.8,27.3674,0.061231595,0.247450188,,,,,,,,
42.8,27.4158,0.061231595,0.247450188,,,,,,,,
42.8,27.4642,0.061231595,0.247450188,,,,,,,,
42.8,26.7222,0.061231595,0.247450188,,,,,,,,
42.8,26.9706,0.061231595,0.247450188,,,,,,,,
42.8,26.7706,0.061231595,0.247450188,,,,,,,,
42.8,26.819,0.061231595,0.247450188,,,,,,,,
42.8,26.8674,0.061231595,0.247450188,,,,,,,,
42.8,26.9158,0.061231595,0.247450188,,,,,,,,
42.8,26.9642,0.061231595,0.247450188,,,,,,,,
42.8,26.2222,0.061231595,0.247450188,,,,,,,,
42.8,26.4706,0.061231595,0.247450188,,,,,,,,
42.8,26.2706,0.061231595,0.247450188,,,,,,,,
42.8,26.319,0.061231595,0.247450188,,,,,,,,
42.8,26.3674,0.061231595,0.247450188,,,,,,,,
42.8,26.4158,0.061231595,0.247450188,,,,,,,,
42.8,26.4642,0.061231595,0.247450188,,,,,,,,
42.8,25.7222,0.061231595,0.247450188,,,,,,,,
42.8,25.9706,0.061231595,0.247450188,,,,,,,,
42.8,25.7706,0.061231595,0.247450188,,,,,,,,
42.8,25.819,0.061231595,0.247450188,,,,,,,,
42.8,25.8674,0.061231595,0.247450188,,,,,,,,
42.8,25.9158,0.061231595,0.247450188,,,,,,,,
42.8,25.9642,0.061231595,0.247450188,,,,,,,,
42.8,25.2222,0.061231595,0.247450188,,,,,,,,
42.8,25.4706,0.061231595,0.247450188,,,,,,,,
42.8,25.2706,0.061231595,0.247450188,,,,,,,,
42.8,25.319,0.061231595,0.247450188,,,,,,,,
42.8,25.3674,0.061231595,0.247450188,,,,,,,,
42.8,25.4158,0.061231595,0.247450188,,,,,,,,
42.8,25.4642,0.061231595,0.247450188,,,,,,,,
