X,Y,CANTIDAD,SQR CANTIDAD,,,,,,,,
19.5841,30.48,0.375234886,0.61256419,,,,,,,,
17.9919,30.48,0.375234886,0.61256419,,,,,,,,
18.5841,30.48,0.375234886,0.61256419,,,,,,,,
16.9919,30.48,0.375234886,0.61256419,,,,,,,,
17.5841,30.48,0.375234886,0.61256419,,,,,,,,
17.038,38.1,0.328633535,0.573265675,,,,,,,,
17.538,38.1,0.328633535,0.573265675,,,,,,,,
18.038,38.1,0.328633535,0.573265675,,,,,,,,
18.538,38.1,0.328633535,0.573265675,,,,,,,,
19.038,38.1,0.328633535,0.573265675,,,,,,,,
19.538,38.1,0.328633535,0.573265675,,,,,,,,
17.038,37.1,0.328633535,0.573265675,,,,,,,,
17.538,37.1,0.328633535,0.573265675,,,,,,,,
18.038,37.1,0.328633535,0.573265675,,,,,,,,
18.538,37.1,0.328633535,0.573265675,,,,,,,,
19.038,37.1,0.328633535,0.573265675,,,,,,,,
19.538,37.1,0.328633535,0.573265675,,,,,,,,
17.038,39.1,0.328633535,0.573265675,,,,,,,,
17.538,39.1,0.328633535,0.573265675,,,,,,,,
18.038,39.1,0.328633535,0.573265675,,,,,,,,
18.538,39.1,0.328633535,0.573265675,,,,,,,,
19.038,39.1,0.328633535,0.573265675,,,,,,,,
19.538,39.1,0.328633535,0.573265675,,,,,,,,
56.6758,36.3464,0.326849775,0.571707771,,,,,,,,
56.9242,36.3464,0.326849775,0.571707771,,,,,,,,
56.1758,36.3464,0.326849775,0.571707771,,,,,,,,
56.4242,36.3464,0.326849775,0.571707771,,,,,,,,
55.6758,36.3464,0.326849775,0.571707771,,,,,,,,
55.9242,36.3464,0.326849775,0.571707771,,,,,,,,
55.1758,36.3464,0.326849775,0.571707771,,,,,,,,
55.4242,36.3464,0.326849775,0.571707771,,,,,,,,
54.6758,36.3464,0.326849775,0.571707771,,,,,,,,
54.9242,36.3464,0.326849775,0.571707771,,,,,,,,
54.1758,36.3464,0.326849775,0.571707771,,,,,,,,
54.4242,36.3464,0.326849775,0.571707771,,,,,,,,
53.6758,36.3464,0.326849775,0.571707771,,,,,,,,
53.9242,36.3464,0.326849775,0.571707771,,,,,,,,
53.1758,36.3464,0.326849775,0.571707771,,,,,,,,
53.4242,36.3464,0.326849775,0.571707771,,,,,,,,
52.6758,36.3464,0.326849775,0.571707771,,,,,,,,
52.9242,36.3464,0.326849775,0.571707771,,,,,,,,
52.1758,36.3464,0.326849775,0.571707771,,,,,,,,
52.4242,36.3464,0.326849775,0.571707771,,,,,,,,
51.6758,36.3464,0.326849775,0.571707771,,,,,,,,
51.9242,36.3464,0.326849775,0.571707771,,,,,,,,
51.1758,36.3464,0.326849775,0.571707771,,,,,,,,
51.4242,36.3464,0.326849775,0.571707771,,,,,,,,
50.6758,36.3464,0.326849775,0.571707771,,,,,,,,
50.9242,36.3464,0.326849775,0.571707771,,,,,,,,
50.1758,36.3464,0.326849775,0.571707771,,,,,,,,
50.4242,36.3464,0.326849775,0.571707771,,,,,,,,
49.6758,36.3464,0.326849775,0.571707771,,,,,,,,
49.9242,36.3464,0.326849775,0.571707771,,,,,,,,
49.1758,36.3464,0.326849775,0.571707771,,,,,,,,
49.4242,36.3464,0.326849775,0.571707771,,,,,,,,
48.6758,36.3464,0.326849775,0.571707771,,,,,,,,
48.9242,36.3464,0.326849775,0.571707771,,,,,,,,
48.1758,36.3464,0.326849775,0.571707771,,,,,,,,
48.4242,36.3464,0.326849775,0.571707771,,,,,,,,
47.6758,36.3464,0.326849775,0.571707771,,,,,,,,
47.9242,36.3464,0.326849775,0.571707771,,,,,,,,
47.1758,36.3464,0.326849775,0.571707771,,,,,,,,
47.4242,36.3464,0.326849775,0.571707771,,,,,,,,
46.6758,36.3464,0.326849775,0.571707771,,,,,,,,
46.9242,36.3464,0.326849775,0.571707771,,,,,,,,
46.1758,36.3464,0.326849775,0.571707771,,,,,,,,
46.4242,36.3464,0.326849775,0.571707771,,,,,,,,
45.6758,36.3464,0.326849775,0.571707771,,,,,,,,
45.9242,36.3464,0.326849775,0.571707771,,,,,,,,
45.1758,36.3464,0.326849775,0.571707771,,,,,,,,
45.4242,36.3464,0.326849775,0.571707771,,,,,,,,
44.6758,36.3464,0.326849775,0.571707771,,,,,,,,
44.9242,36.3464,0.326849775,0.571707771,,,,,,,,
44.6758,20.3464,0.326849775,0.571707771,,,,,,,,
44.9242,20.3464,0.326849775,0.571707771,,,,,,,,
45.1758,20.3464,0.326849775,0.571707771,,,,,,,,
45.4242,20.3464,0.326849775,0.571707771,,,,,,,,
45.6758,20.3464,0.326849775,0.571707771,,,,,,,,
45.9242,20.3464,0.326849775,0.571707771,,,,,,,,
46.1758,20.3464,0.326849775,0.571707771,,,,,,,,
46.4242,20.3464,0.326849775,0.571707771,,,,,,,,
46.6758,20.3464,0.326849775,0.571707771,,,,,,,,
46.9242,20.3464,0.326849775,0.571707771,,,,,,,,
47.1758,20.3464,0.326849775,0.571707771,,,,,,,,
47.4242,20.3464,0.326849775,0.571707771,,,,,,,,
47.6758,20.3464,0.326849775,0.571707771,,,,,,,,
47.9242,20.3464,0.326849775,0.571707771,,,,,,,,
48.1758,20.3464,0.326849775,0.571707771,,,,,,,,
48.4242,20.3464,0.326849775,0.571707771,,,,,,,,
48.6758,20.3464,0.326849775,0.571707771,,,,,,,,
48.9242,20.3464,0.326849775,0.571707771,,,,,,,,
49.1758,20.3464,0.326849775,0.571707771,,,,,,,,
49.4242,20.3464,0.326849775,0.571707771,,,,,,,,
49.6758,20.3464,0.326849775,0.571707771,,,,,,,,
49.9242,20.3464,0.326849775,0.571707771,,,,,,,,
50.1758,20.3464,0.326849775,0.571707771,,,,,,,,
50.4242,20.3464,0.326849775,0.571707771,,,,,,,,
50.6758,20.3464,0.326849775,0.571707771,,,,,,,,
50.9242,20.3464,0.326849775,0.571707771,,,,,,,,
51.1758,20.3464,0.326849775,0.571707771,,,,,,,,
51.4242,20.3464,0.326849775,0.571707771,,,,,,,,
51.6758,20.3464,0.326849775,0.571707771,,,,,,,,
51.9242,20.3464,0.326849775,0.571707771,,,,,,,,
52.1758,20.3464,0.326849775,0.571707771,,,,,,,,
52.4242,20.3464,0.326849775,0.571707771,,,,,,,,
52.6758,20.3464,0.326849775,0.571707771,,,,,,,,
52.9242,20.3464,0.326849775,0.571707771,,,,,,,,
53.1758,20.3464,0.326849775,0.571707771,,,,,,,,
53.4242,20.3464,0.326849775,0.571707771,,,,,,,,
53.6758,20.3464,0.326849775,0.571707771,,,,,,,,
53.9242,20.3464,0.326849775,0.571707771,,,,,,,,
54.1758,20.3464,0.326849775,0.571707771,,,,,,,,
54.4242,20.3464,0.326849775,0.571707771,,,,,,,,
54.6758,20.3464,0.326849775,0.571707771,,,,,,,,
54.9242,20.3464,0.326849775,0.571707771,,,,,,,,
55.1758,20.3464,0.326849775,0.571707771,,,,,,,,
55.4242,20.3464,0.326849775,0.571707771,,,,,,,,
55.6758,20.3464,0.326849775,0.571707771,,,,,,,,
55.9242,20.3464,0.326849775,0.571707771,,,,,,,,
56.1758,20.3464,0.326849775,0.571707771,,,,,,,,
56.4242,20.3464,0.326849775,0.571707771,,,,,,,,
56.6758,20.3464,0.326849775,0.571707771,,,,,,,,
56.9242,20.3464,0.326849775,0.571707771,,,,,,,,
17.038,35.8,0.276681152,0.526004898,,,,,,,,
17.038,40.4,0.276681152,0.526004898,,,,,,,,
17.538,35.8,0.276681152,0.526004898,,,,,,,,
17.538,40.4,0.276681152,0.526004898,,,,,,,,
18.038,35.8,0.276681152,0.526004898,,,,,,,,
18.038,40.4,0.276681152,0.526004898,,,,,,,,
18.538,35.8,0.276681152,0.526004898,,,,,,,,
18.538,40.4,0.276681152,0.526004898,,,,,,,,
19.038,35.8,0.276681152,0.526004898,,,,,,,,
19.038,40.4,0.276681152,0.526004898,,,,,,,,
19.538,35.8,0.276681152,0.526004898,,,,,,,,
19.538,40.4,0.276681152,0.526004898,,,,,,,,
16.538,35.8,0.276681152,0.526004898,,,,,,,,
16.538,40.4,0.276681152,0.526004898,,,,,,,,
20.038,35.8,0.276681152,0.526004898,,,,,,,,
20.038,40.4,0.276681152,0.526004898,,,,,,,,
29.1152,26.4714,0.241663119,0.491592431,,,,,,,,
28.6648,26.4714,0.241663119,0.491592431,,,,,,,,
28.1652,26.4714,0.241663119,0.491592431,,,,,,,,
27.7148,26.4714,0.241663119,0.491592431,,,,,,,,
27.2152,26.4714,0.241663119,0.491592431,,,,,,,,
26.7648,26.4714,0.241663119,0.491592431,,,,,,,,
27.2152,23.8714,0.241663119,0.491592431,,,,,,,,
26.7648,23.8714,0.241663119,0.491592431,,,,,,,,
29.1152,23.8714,0.241663119,0.491592431,,,,,,,,
28.6648,23.8714,0.241663119,0.491592431,,,,,,,,
15.988,36.85,0.186862763,0.432276257,,,,,,,,
15.988,37.35,0.186862763,0.432276257,,,,,,,,
15.988,37.85,0.186862763,0.432276257,,,,,,,,
15.988,38.35,0.186862763,0.432276257,,,,,,,,
15.988,38.85,0.186862763,0.432276257,,,,,,,,
15.988,39.35,0.186862763,0.432276257,,,,,,,,
20.588,36.85,0.186862763,0.432276257,,,,,,,,
20.588,37.35,0.186862763,0.432276257,,,,,,,,
20.588,37.85,0.186862763,0.432276257,,,,,,,,
20.588,38.35,0.186862763,0.432276257,,,,,,,,
20.588,38.85,0.186862763,0.432276257,,,,,,,,
20.588,39.35,0.186862763,0.432276257,,,,,,,,
15.988,36.35,0.186862763,0.432276257,,,,,,,,
15.988,39.85,0.186862763,0.432276257,,,,,,,,
20.588,36.35,0.186862763,0.432276257,,,,,,,,
20.588,39.85,0.186862763,0.432276257,,,,,,,,
35.8839,15.605,0.122485999,0.349979998,,,,,,,,
37.7761,15.605,0.122485999,0.349979998,,,,,,,,
35.8839,14.605,0.122485999,0.349979998,,,,,,,,
37.7761,14.605,0.122485999,0.349979998,,,,,,,,
35.8839,13.605,0.122485999,0.349979998,,,,,,,,
37.7761,13.605,0.122485999,0.349979998,,,,,,,,
14.6396,22.225,0.112236892,0.335017749,,,,,,,,
16.7364,22.225,0.112236892,0.335017749,,,,,,,,
19.8396,22.225,0.112236892,0.335017749,,,,,,,,
21.9364,22.225,0.112236892,0.335017749,,,,,,,,
14.6396,23.495,0.112236892,0.335017749,,,,,,,,
16.7364,23.495,0.112236892,0.335017749,,,,,,,,
14.6396,19.685,0.112236892,0.335017749,,,,,,,,
16.7364,19.685,0.112236892,0.335017749,,,,,,,,
19.8396,23.495,0.112236892,0.335017749,,,,,,,,
21.9364,23.495,0.112236892,0.335017749,,,,,,,,
19.8396,19.685,0.112236892,0.335017749,,,,,,,,
21.9364,19.685,0.112236892,0.335017749,,,,,,,,
14.6396,20.955,0.112236892,0.335017749,,,,,,,,
16.7364,20.955,0.112236892,0.335017749,,,,,,,,
19.8396,20.955,0.112236892,0.335017749,,,,,,,,
21.9364,20.955,0.112236892,0.335017749,,,,,,,,
10.1465,24.4094,0.103325787,0.321443288,,,,,,,,
10.9355,24.4094,0.103325787,0.321443288,,,,,,,,
10.1465,26.3398,0.103325787,0.321443288,,,,,,,,
10.9355,26.3398,0.103325787,0.321443288,,,,,,,,
8.1145,25.3746,0.103325787,0.321443288,,,,,,,,
8.9035,25.3746,0.103325787,0.321443288,,,,,,,,
13.0149,36.9,0.099850784,0.315991747,,,,,,,,
12.4651,36.9,0.099850784,0.315991747,,,,,,,,
13.0149,37.7,0.099850784,0.315991747,,,,,,,,
12.4651,37.7,0.099850784,0.315991747,,,,,,,,
13.0149,38.5,0.099850784,0.315991747,,,,,,,,
12.4651,38.5,0.099850784,0.315991747,,,,,,,,
13.0149,39.3,0.099850784,0.315991747,,,,,,,,
12.4651,39.3,0.099850784,0.315991747,,,,,,,,
11.6649,39.3,0.099850784,0.315991747,,,,,,,,
11.1151,39.3,0.099850784,0.315991747,,,,,,,,
11.6649,38.5,0.099850784,0.315991747,,,,,,,,
11.1151,38.5,0.099850784,0.315991747,,,,,,,,
11.6649,37.7,0.099850784,0.315991747,,,,,,,,
11.1151,37.7,0.099850784,0.315991747,,,,,,,,
11.6649,36.9,0.099850784,0.315991747,,,,,,,,
11.1151,36.9,0.099850784,0.315991747,,,,,,,,
79.6951,37.23,0.099850784,0.315991747,,,,,,,,
80.2449,37.23,0.099850784,0.315991747,,,,,,,,
81.0451,37.23,0.099850784,0.315991747,,,,,,,,
81.5949,37.23,0.099850784,0.315991747,,,,,,,,
26.9901,39.77,0.099850784,0.315991747,,,,,,,,
27.5399,39.77,0.099850784,0.315991747,,,,,,,,
28.3401,39.77,0.099850784,0.315991747,,,,,,,,
28.8899,39.77,0.099850784,0.315991747,,,,,,,,
19.3649,15.31,0.099850784,0.315991747,,,,,,,,
18.8151,15.31,0.099850784,0.315991747,,,,,,,,
18.0149,15.31,0.099850784,0.315991747,,,,,,,,
17.4651,15.31,0.099850784,0.315991747,,,,,,,,
19.3649,16.11,0.099850784,0.315991747,,,,,,,,
18.8151,16.11,0.099850784,0.315991747,,,,,,,,
18.0149,16.11,0.099850784,0.315991747,,,,,,,,
17.4651,16.11,0.099850784,0.315991747,,,,,,,,
28.8899,29.915,0.099850784,0.315991747,,,,,,,,
28.3401,29.915,0.099850784,0.315991747,,,,,,,,
28.8899,30.715,0.099850784,0.315991747,,,,,,,,
28.3401,30.715,0.099850784,0.315991747,,,,,,,,
28.8899,31.515,0.099850784,0.315991747,,,,,,,,
28.3401,31.515,0.099850784,0.315991747,,,,,,,,
28.8899,32.315,0.099850784,0.315991747,,,,,,,,
28.3401,32.315,0.099850784,0.315991747,,,,,,,,
27.5399,32.315,0.099850784,0.315991747,,,,,,,,
26.9901,32.315,0.099850784,0.315991747,,,,,,,,
27.5399,31.515,0.099850784,0.315991747,,,,,,,,
26.9901,31.515,0.099850784,0.315991747,,,,,,,,
27.5399,30.715,0.099850784,0.315991747,,,,,,,,
26.9901,30.715,0.099850784,0.315991747,,,,,,,,
27.5399,29.915,0.099850784,0.315991747,,,,,,,,
26.9901,29.915,0.099850784,0.315991747,,,,,,,,
19.3649,16.91,0.099850784,0.315991747,,,,,,,,
18.8151,16.91,0.099850784,0.315991747,,,,,,,,
19.3649,17.71,0.099850784,0.315991747,,,,,,,,
18.8151,17.71,0.099850784,0.315991747,,,,,,,,
18.0149,17.71,0.099850784,0.315991747,,,,,,,,
17.4651,17.71,0.099850784,0.315991747,,,,,,,,
18.0149,16.91,0.099850784,0.315991747,,,,,,,,
17.4651,16.91,0.099850784,0.315991747,,,,,,,,
79.6951,38.03,0.099850784,0.315991747,,,,,,,,
80.2449,38.03,0.099850784,0.315991747,,,,,,,,
79.6951,36.43,0.099850784,0.315991747,,,,,,,,
80.2449,36.43,0.099850784,0.315991747,,,,,,,,
79.6951,35.63,0.099850784,0.315991747,,,,,,,,
80.2449,35.63,0.099850784,0.315991747,,,,,,,,
81.0451,35.63,0.099850784,0.315991747,,,,,,,,
81.5949,35.63,0.099850784,0.315991747,,,,,,,,
81.0451,36.43,0.099850784,0.315991747,,,,,,,,
81.5949,36.43,0.099850784,0.315991747,,,,,,,,
81.0451,38.03,0.099850784,0.315991747,,,,,,,,
81.5949,38.03,0.099850784,0.315991747,,,,,,,,
26.9901,40.57,0.099850784,0.315991747,,,,,,,,
27.5399,40.57,0.099850784,0.315991747,,,,,,,,
26.9901,38.97,0.099850784,0.315991747,,,,,,,,
27.5399,38.97,0.099850784,0.315991747,,,,,,,,
26.9901,38.17,0.099850784,0.315991747,,,,,,,,
27.5399,38.17,0.099850784,0.315991747,,,,,,,,
28.3401,38.17,0.099850784,0.315991747,,,,,,,,
28.8899,38.17,0.099850784,0.315991747,,,,,,,,
28.3401,38.97,0.099850784,0.315991747,,,,,,,,
28.8899,38.97,0.099850784,0.315991747,,,,,,,,
28.3401,40.57,0.099850784,0.315991747,,,,,,,,
28.8899,40.57,0.099850784,0.315991747,,,,,,,,
76.418,23.0478,0.08486079,0.291308753,,,,,,,,
76.418,24.4322,0.08486079,0.291308753,,,,,,,,
76.418,23.1196,0.08486079,0.291308753,,,,,,,,
76.418,23.1914,0.08486079,0.291308753,,,,,,,,
76.418,23.2632,0.08486079,0.291308753,,,,,,,,
76.418,23.335,0.08486079,0.291308753,,,,,,,,
